App,Category,Rating,Reviews,Size,Installs,Type,Price,Content_Rating,Last Updated
Extreme Super Car Driving 3D,GAME,3.9,23104,48,1000000,Free,0,Everyone,20210320
Fast Racing Car Simulator,GAME,3.8,8482,45,1000000,Free,0,Everyone,20210321
Beach Head Shooting Assault,GAME,3.8,555,44,100000,Free,0,Teen,20210322
Stickman Warriors Heroes 2,GAME,4.4,13714,41,1000000,Free,0,Everyone 10+,20210323
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,65,50000,Free,0,Teen,20210324
Dubai Racing,GAME,4.2,16237,23,500000,Free,0,Everyone,20210325
WIZARD Card Game,GAME,4,48,4.1,1000,Paid,1.99,Everyone,20210326
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47,5000,Free,0,Everyone,20210327
Ghost Hunting camera,GAME,3.5,3048,24,500000,Free,0,Teen,20210328
Santa Panda Bubble Christmas,GAME,4.1,101,31,10000,Free,0,Everyone,20210329
Racing Moto,GAME,4.3,697805,7.4,50000000,Free,0,Everyone,20210330
Train Racing Games 3D 2 Player,GAME,4.3,192374,56,10000000,Free,0,Everyone,20210331
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24,100000,Free,0,Everyone,20210401
Fernanfloo,GAME,4.8,526595,49,10000000,Free,0,Everyone 10+,20210402
The Game of Life,GAME,4.4,18652,63,100000,Paid,2.99,Everyone,20210403
Red Hands – 2-Player Games,GAME,4.2,93608,,10000000,Free,0,Everyone,20210404
Get 'Em,GAME,4.1,7904,21,500000,Free,0,Everyone 10+,20210405
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,,10000000,Free,0,Teen,20210406
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15,500000,Free,0,Everyone 10+,20210407
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40,100000,Free,0,Everyone 10+,20210408
Shoot`Em Down: Shooting game,GAME,3.9,7972,88,500000,Free,0,Teen,20210409
Texas Hold’em Poker + | Social,GAME,3.5,4416,59,500000,Free,0,Teen,20210410
PlayTexas Hold'em Poker Free,GAME,3.8,3543,,1000000,Free,0,Teen,20210411
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46,5000000,Free,0,Everyone,20210412
Texas Hold'em Poker,GAME,3.6,12846,14,1000000,Free,0,Teen,20210413
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4,21,14,5000,Paid,0.99,Everyone,20210414
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37,100000,Free,0,Teen,20210415
Fun Texas Hold'em Poker,GAME,4.5,32831,24,500000,Free,0,Teen,20210416
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,,1000000,Free,0,Teen,20210417
Punch em,GAME,4.1,2208,4.4,500000,Free,0,Everyone,20210418
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52,50000000,Free,0,Teen,20210419
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51,1000000,Free,0,Teen,20210420
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76,10000000,Free,0,Teen,20210421
Texas Holdem Poker Pro,GAME,4.5,114479,26,5000000,Free,0,Teen,20210422
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67,100000,Free,0,Teen,20210423
HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46,500000,Free,0,Teen,20210424
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78,500000,Free,0,Teen,20210425
Texas Holdem Poker,GAME,4,127831,26,10000000,Free,0,Teen,20210426
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,,10000000,Free,0,Teen,20210427
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90,10000000,Free,0,Everyone 10+,20210428
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28,10000000,Free,0,Teen,20210429
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60,5000000,Free,0,Teen,20210430
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40,10000000,Free,0,Everyone,20210501
Words With Friends – Play Free,GAME,4.3,711719,,10000000,Free,0,Everyone,20210502
Classic Words Solo,GAME,4.4,135739,,5000000,Free,0,Everyone,20210503
Chess Free,GAME,4.5,1375988,15,50000000,Free,0,Everyone,20210504
Sports Car Driving Simulator 2018,GAME,4.3,2178,57,500000,Free,0,Everyone,20210505
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20,500000,Free,0,Everyone 10+,20210506
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31,1000000,Free,0,Mature 17+,20210507
Superbrothers Sword & Sworcery,GAME,4.4,11023,16,100000,Paid,3.99,Teen,20210508
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39,500000,Free,0,Mature 17+,20210509
Dr.Slender Ep 1 Guide (Eng),GAME,4,454,27,10000,Free,0,Teen,20210510
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2,100000,Free,0,Teen,20210511
EP Gem Hunter,GAME,4.6,79,31,1000,Free,0,Everyone 10+,20210512
Gate Of Death Ep: 1,GAME,4.4,7,34,100,Free,0,Everyone,20210513
Sonic 4™ Episode I,GAME,3.7,8014,37,100000,Paid,2.99,Everyone,20210514
Oggy,GAME,4.5,49971,61,5000000,Free,0,Everyone,20210515
R-EU-READY,GAME,4.1,13,16,500,Free,0,Everyone,20210516
Speed Racing Ultimate 2,GAME,4.1,66894,,1000000,Free,0,Everyone 10+,20210517
I Know Stuff,GAME,4.2,214923,,5000000,Free,0,Everyone,20210518
Water Surfer Racing In Moto,GAME,4.3,2233,36,1000000,Free,0,Everyone,20210519
Rescue Robots Survival Games,GAME,4,27557,69,5000000,Free,0,Teen,20210520
Bike Race - Bike Blast Rush,GAME,4.4,83891,48,10000000,Free,0,Everyone,20210521
ETERNITY WARRIORS 2,GAME,4.6,568391,5.2,5000000,Free,0,Teen,20210522
An Elite Warrior Ex,GAME,4.7,15,93,100,Paid,0.99,Everyone,20210523
Snes9x EX+,GAME,4.4,70351,,5000000,Free,0,Everyone,20210524
Virtual Dice EX,GAME,4.3,40,3.6,5000,Free,0,Everyone,20210525
Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99,10000000,Free,0,Teen,20210526
Sudoku Master,GAME,4.4,58387,3.3,1000000,Free,0,Everyone,20210527
Jungle Monkey Run,GAME,4.4,54082,21,10000000,Free,0,Everyone,20210528
Ez Mirror Match,GAME,4.4,3344,36,500000,Free,0,Everyone,20210529
CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71,5000,Free,0,Teen,20210530
Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68,5000000,Free,0,Teen,20210531
FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44,1000000,Free,0,Teen,20210601
Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48,10000000,Free,0,Teen,20210602
Galaxian(FC),GAME,4.5,2,7.8,100,Paid,1.99,Everyone,20210603
Garena Free Fire,GAME,4.5,5534114,53,100000000,Free,0,Teen,20210604
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39,1000000,Free,0,Teen,20210605
Angry Birds Space HD,GAME,4.5,43645,46,5000000,Free,0,Everyone,20210606
Police Car Driver,GAME,3.8,83671,30,10000000,Free,0,Everyone 10+,20210607
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17,10000,Free,0,Everyone,20210608
Moto Fighter 3D,GAME,3.9,85410,39,10000000,Free,0,Everyone 10+,20210609
BMX Boy,GAME,4.2,839206,12,50000000,Free,0,Everyone,20210610
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45,5000000,Free,0,Everyone,20210611
Fields of Battle,GAME,4.1,71476,50,1000000,Free,0,Everyone 10+,20210612
Family Guy The Quest for Stuff,GAME,4,995002,,10000000,Free,0,Mature 17+,20210613
Toy Attack,GAME,4.2,3878,69,500000,Free,0,Everyone,20210614
SnowMobile Parking Adventure,GAME,3.6,12257,49,1000000,Free,0,Everyone,20210615
Zombie Sniper 3D III,GAME,3.9,8122,23,500000,Free,0,Mature 17+,20210616
Shoot Hunter-Gun Killer,GAME,4.3,320334,27,50000000,Free,0,Teen,20210617
Fast Motorcycle Driver 2016,GAME,4.2,28151,49,1000000,Free,0,Everyone 10+,20210618
Forgotten Hill: Fall,GAME,4.4,1063,18,50000,Free,0,Teen,20210619
Forgotten Hill Mementoes,GAME,4.6,2027,56,100000,Free,0,Teen,20210620
Forgotten Hill: Surgery,GAME,4.5,2431,24,100000,Free,0,Teen,20210621
Forgotten Hill: Puppeteer,GAME,4.5,2917,22,100000,Free,0,Teen,20210622
"FJ Final Join , Circles Game",GAME,4.7,32,24,1000,Free,0,Teen,20210623
Offroad drive : 4x4 driving game,GAME,3.5,2071,36,100000,Free,0,Everyone,20210624
Rope Hero: Vice Town,GAME,4.4,452589,99,10000000,Free,0,Mature 17+,20210625
Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,46,500000,Free,0,Everyone,20210626
Motocross Mayhem,GAME,3.8,35171,45,1000000,Free,0,Everyone,20210627
Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41,50000,Free,0,Teen,20210628
Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35,1000000,Free,0,Teen,20210629
Navy Gunner Shoot War 3D,GAME,4,103199,44,10000000,Free,0,Teen,20210630
Drift Legends,GAME,4.2,33788,27,1000000,Free,0,Everyone,20210701
Toy Truck Rally 3D,GAME,4,301895,25,50000000,Free,0,Everyone,20210702
PRO MX MOTOCROSS 2,GAME,3.8,25275,21,5000000,Free,0,Everyone,20210703
FRONTLINE COMMANDO,GAME,4.4,1351833,12,10000000,Free,0,Teen,20210704
Gun Builder ELITE,GAME,4.1,88941,34,1000000,Free,0,Teen,20210705
Magnum 3.0 Gun Custom SImulator,GAME,4.5,16815,59,1000000,Free,0,Teen,20210706
Solitaire+,GAME,4.6,11235,,100000,Paid,2.99,Everyone,20210707
Fruit Ninja Classic,GAME,4.3,85468,36,1000000,Paid,0.99,Everyone,20210708
Gun Club Armory,GAME,4.2,55014,28,1000000,Free,0,Teen,20210709
Armed Cam Gun Pack,GAME,4.2,1012,50,10000,Free,0,Teen,20210710
Mu.F.O.,GAME,5,2,16,1,Paid,0.99,Everyone,20210711
Fo Fo Fish,GAME,3.4,5,21,50,Free,0,Everyone,20210712
4x4 Jeep Racer,GAME,4.1,7279,54,1000000,Free,0,Everyone,20210713
Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49,1000000,Free,0,Mature 17+,20210714
Mad Dash Fo' Cash,GAME,5,14,16,100,Free,0,Everyone,20210715
Race Manager FP,GAME,3.8,196,11,5000,Free,0,Everyone,20210716
FP Runner,GAME,3.7,38,29,1000,Free,0,Everyone,20210717
Modern Counter Terrorist FPS Shoot,GAME,4,795,41,100000,Free,0,Teen,20210718
Monster Ride Pro,GAME,5,1,24,10,Free,0,Everyone,20210719
BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2,100000,Free,0,Everyone,20210720
Modern Strike Online,GAME,4.3,834117,44,10000000,Free,0,Teen,20210721
Trine 2: Complete Story,GAME,3.8,252,11,10000,Paid,16.99,Teen,20210722
Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,72,50000,Free,0,Mature 17+,20210723
Big Hunter,GAME,4.3,245455,84,10000000,Free,0,Everyone 10+,20210724
Modern Counter Global Strike 3D,GAME,4.1,297,48,50000,Free,0,Teen,20210725
Modern Counter Global Strike 3D V2,GAME,4,368,48,50000,Free,0,Everyone 10+,20210726
Winter Wonderland,GAME,4,1287,38,50000,Free,0,Everyone,20210727
Soccer Clubs Logo Quiz,GAME,4.2,21661,16,1000000,Free,0,Everyone,20210728
Sid Story,GAME,4.4,28510,78,500000,Free,0,Teen,20210729
Fatal Raid - No.1 Mobile FPS,GAME,4.3,56496,81,1000000,Free,0,Teen,20210730
Poker Pro.Fr,GAME,4.2,5442,17,100000,Free,0,Teen,20210731
